"doi","publication_date","title","journal","issn","publisher","member_id"
"10.1007/s10308-013-0357-3","2013-08-24","Decomposition of embodied exergy flows in manufactured products and implications for carbon tariff policies","Asia Europe Journal","1610-2932","Springer Science + Business Media",297
"10.1192/pb.37.11.373","2013-11-01","Look back in anger: flaws in the retrospective evaluation of risk assessment","The Psychiatrist","1758-3209","Royal College of Psychiatrists",170
"10.1016/j.ijsu.2013.06.639","2013-10","Parents experience less pain than other live kidney donors","International Journal of Surgery","1743-9191","Elsevier BV",78
"10.5343/bms.2012.1036","2013-04-01","Diversity and Community Structure of Decapod Crustaceans at Hydrothermal Vents and Nearby Deep-Water Fishing Grounds Off Kueishan Island, Taiwan: A High Biodiversity Deep-Sea Area in the NW Pacific","BMS","0007-4977","Bulletin of Marine Science",3303
"10.4028/www.scientific.net/amm.327.318","2013-06","Parameters Optimization Method for Hot Forming Panels Based on the Crashworthiness and Lightweight","AMM","1662-7482","Trans Tech Publications",2457
"10.1115/1.4023360","2013-04-11","Flow and Heat Transfer Characteristics of Single Jet Impinging on Dimpled Surface","Journal of Heat Transfer","0022-1481","ASME International",33
"10.1016/j.anifeedsci.2013.01.005","2013-03","Effects of utilizing rumen protected niacin on core body temperature as well as milk production and composition in lactating dairy cows during heat stress","Animal Feed Science and Technology","0377-8401","Elsevier BV",78
"10.4028/www.scientific.net/amm.385-386.1582","2013-08","Modeling and Simulation of the Propagation Characteristics by Underwater Conduction Current Field","AMM","1662-7482","Trans Tech Publications",2457
"10.14195/1984-249x_11_11","2013-07","Francione, critique de Singer","Archai: Revista de Estudos sobre as Origens do Pensamento Ocidental","2179-4960","Coimbra University Press",5739
"10.4028/www.scientific.net/amm.438-439.491","2013-10","Service Life Prediction of RC Member in Chloride Environments under Different Loading Level","AMM","1662-7482","Trans Tech Publications",2457
"10.1016/j.intermet.2012.09.025","2013-02","Investigation of interfacial reaction in SiC fiber reinforced Ti43Al9V composites","Intermetallics","0966-9795","Elsevier BV",78
"10.1109/lpt.2013.2253546","2013-05","Capability Limitations for Slow Light Using Vertical-Cavity Surface-Emitting Laser Amplifier","IEEE Photonics Technology Letters","1041-1135","Institute of Electrical & Electronics Engineers (IEEE)",263
"10.1007/s11049-013-9210-z","2013-11-26","Aspect vs. relative tense: the case reopened","Nat Lang Linguist Theory","0167-806X","Springer Science + Business Media",297
"10.11646/zootaxa.3646.5.7","2013-05-07","Description of larvae of the Feather Blenny, <i>Hypsoblennius hentz</i> (Pisces: Blenniidae), from New York Waters","Zootaxa","1175-5334","Magnolia Press",4913
"10.1007/s10903-013-9904-7","2013-09-04","Cultural Perceptions and Negotiations Surrounding Sexual and Reproductive Health Among Migrant and Non-migrant Indigenous Mexican Women from Yucatü¾¼n, Mexico","J Immigrant Minority Health","1557-1912","Springer Science + Business Media",297
"10.7198/s2318-34032013001057","2013-09-27","AVALIAü¾¶¼ü¾¶¼O DA OBTENü¾¶¼ü¾¶¼O DE CONCENTRADO PROTEICO POR VIA FERMENTATIVA PARTIR DE MORINGA OLEü¾¼FERA LAM","ANAIS DO SIMPÓSIO INTERNACIONAL DE INOVAÇÃO TECNOLÓGICA - SIMTEC","2318-3403","Universidade Federal de Sergipe",4222
"10.1016/j.meddro.2013.06.007","2013-07","Lu pour vous","Médecine & Droit","1246-7391","Elsevier BV",78
"10.1007/s10333-013-0362-6","2013-03-05","Assessment of different methods of rice (Oryza sativa. L) cultivation affecting growth parameters, soil chemical, biological, and microbiological properties, water saving, and grain yield in ricerice system","Paddy and Water Environment","1611-2490","Springer Science + Business Media",297
"10.1080/15551393.2013.771565","2013-03-21","Let's Find Ways to Exercise Strategic Visual Intuition","Visual Communication Quarterly","1555-1393","Informa UK Limited",301
"10.1016/j.tmp.2012.12.002","2013-04","World Heritage Area listing of the Greater Blue Mountains  Did it make a difference to visitation?","Tourism Management Perspectives","2211-9736","Elsevier BV",78
"10.1109/mcs.2013.2258775","2013-08","9th IFAC Symposium on Advances in Control Education (ACE 2012) [Conference Reports]","IEEE Control Syst.","1066-033X","Institute of Electrical & Electronics Engineers (IEEE)",263
"10.1101/gr.157941.113","2013-12-01","The shared genomic architecture of human nucleolar organizer regions","Genome Research","1088-9051","Cold Spring Harbor Laboratory Press",246
"10.1016/j.sab.2013.09.001","2013-11","Multiple emission line analysis for improved isotopic determination of uranium  a computer simulation study","Spectrochimica Acta Part B: Atomic Spectroscopy","0584-8547","Elsevier BV",78
"10.1177/0733464813499641","2013-09-17","Patient and Provider Perspectives on the Relationship Between Multiple Morbidity Management and Disease Prevention","Journal of Applied Gerontology","0733-4648","SAGE Publications",179
"10.4028/www.scientific.net/amm.462-463.267","2013-11","2D-3D Medical Image Registration Based on Ant Colony Algorithm","AMM","1662-7482","Trans Tech Publications",2457
"10.1088/0953-8984/25/31/315501","2013-07-09","The Be K-edge in beryllium oxide and chalcogenides: soft x-ray absorption spectra from first-principles theory and experiment","Journal of Physics: Condensed Matter","0953-8984","IOP Publishing",266
"10.1007/s00120-013-3122-8","2013-03","Management des Uretersteins","Der Urologe","0340-2592","Springer Science + Business Media",297
"10.3923/ajava.2013.41.52","2013-01-01","Livestock Husbandry Strategy in Alleviating Poverty in the Haor Area of Bangladesh","Asian Journal of Animal and Veterinary Advances","1683-9919","Science Alert",2297
"10.1007/s12072-013-9449-9","2013-07","Roles of alcohol drinking pattern in fatty liver in Japanese women","Hepatology International","1936-0533","Springer Science + Business Media",297
"10.1080/21565503.2012.758593","2013-03","The Obama coalition and the future of American politics","Politics","2156-5503","Informa UK Limited",301
"10.1093/mnras/stt534","2013-04-22","Optical observations of BL Lacertae in 2004-2005","Monthly Notices of the Royal Astronomical Society","0035-8711","Oxford University Press (OUP)",286
"10.1021/nn400826h","2013-05-28","Quantum Confinement Controls Photocatalysis: A Free Energy Analysis for Photocatalytic Proton Reduction at CdSe Nanocrystals","ACS Nano","1936-0851","American Chemical Society (ACS)",316
"10.1016/j.sbspro.2013.09.215","2013-10","Managing the Developing Didactic Career of Beginning Teachers","Procedia - Social and Behavioral Sciences","1877-0428","Elsevier BV",78
"10.1016/j.jtbi.2013.05.021","2013-09","Analysis of HRCT-derived xylem network reveals reverse flow in some vessels","Journal of Theoretical Biology","0022-5193","Elsevier BV",78
"10.1111/nhs.12087","2013-08-29","Development and validation of a new instrument for testing functional health literacy in Japanese adults","Nurs Health Sci","1441-0745","Wiley-Blackwell",311
"10.4028/www.scientific.net/amr.744.532","2013-08","Design of Wireless Monitoring Environment System Based on AVR SCM","AMR","1662-8985","Trans Tech Publications",2457
"10.4028/www.scientific.net/ssp.208.134","2013-09","Laboratory Research on Energy Harvesting of Ionic Polymer Metal Composite","SSP","1662-9779","Trans Tech Publications",2457
"10.14748/ssm.v45i3.308","2013-09-20","High osteoprotegerin serum levels in newly-diagnosed type 2 diabetic males without known coronary artery disease","Scripta Scientifica Medica","1314-6408","Medical University Prof. Dr. Paraskev Stoyanov - Varna",5815
"10.1080/14786451.2013.769990","2013-02-12","A comparative study of maximum power point tracking methods for a photovoltaic-based water pumping system","International Journal of Sustainable Energy","1478-6451","Informa UK Limited",301
"10.1016/j.biocel.2013.02.001","2013-05","Drosophila type XV/XVIII collagen mutants manifest integrin mediated mitochondrial dysfunction, which is improved by cyclosporin A and losartan","The International Journal of Biochemistry & Cell Biology","1357-2725","Elsevier BV",78
"10.1111/pme.12106","2013-04-11","Efficacy of the Anterior Ultrasound-Guided Superior Hypogastric Plexus Neurolysis in Pelvic Cancer Pain in Advanced Gynecological Cancer Patients","Pain Med","1526-2375","Wiley-Blackwell",311
"10.1016/j.compeleceng.2013.08.004","2013-11","Dynamic load balancing on heterogeneous multi-GPU systems","Computers & Electrical Engineering","0045-7906","Elsevier BV",78
"10.1016/j.schres.2013.04.018","2013-07","Analysis of CpG SNPs in 34 genes: Association test with suicide attempt in schizophrenia","Schizophrenia Research","0920-9964","Elsevier BV",78
"10.1002/ange.201208038","2013-01-25","Ultrafast Damage Following Radiation-Induced Oxidation of Uracil in Aqueous Solution","Angew. Chem.","0044-8249","Wiley-Blackwell",311
"10.1111/pan.12311","2013-11-30","Where should we operate on the preterm neonate?","Pediatric Anesthesia","1155-5645","Wiley-Blackwell",311
"10.3109/02699052.2013.793400","2013-07","False positive diagnosis of malingering due to the use of multiple effort tests","Brain Injury","0269-9052","Informa Healthcare",3197
"10.1142/s0219622013500235","2013-05","BEHAVIORAL DECISION MAKING WITH COMBINED STATES UNDER IMPERFECT INFORMATION","International Journal of Information Technology & Decision Making","0219-6220","World Scientific Pub Co Pte Lt",219
"10.1080/11263504.2013.778911","2013-04-02","Are all pastures eligible for conservation? A phytosociological survey of the SardinianCorsican Province as a basic tool for the Habitats Directive","Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology","1126-3504","Informa UK Limited",301
"10.1007/s10103-013-1507-y","2013-12-11","The effectiveness of low-level laser therapy in accelerating orthodontic tooth movement: a meta-analysis","Lasers Med Sci","0268-8921","Springer Science + Business Media",297
"10.1016/j.synthmet.2013.04.019","2013-07","Multifunctional Fe3O4 nanoparticles-embedded poly(styrene)/poly(thiophene) core/shell composite particles","Synthetic Metals","0379-6779","Elsevier BV",78
"10.1016/j.jmarsys.2012.01.001","2013-11","Vertical distribution of mesozooplankton in the coastal Canadian Beaufort Sea in summer","Journal of Marine Systems","0924-7963","Elsevier BV",78
"10.1002/jssc.201200735","2013-01-28","Determination of urinary 8-hydroxy-22-deoxyguanosine by a combination of on-line molecularly imprinted monolithic solid phase microextraction with high performance liquid chromatography-ultraviolet detection","Journal of Separation Science","1615-9306","Wiley-Blackwell",311
"10.1007/s11426-013-4885-x","2013-05-20","Chemical synthesis of Ub-AMC via ligation of peptide hydrazides","Sci. China Chem.","1674-7291","Springer Science + Business Media",297
"10.4028/www.scientific.net/amr.813.492","2013-09","Precipitation Phase and Impurities Distribution of Metallurgical Grade Silicon by Vacuum Refining Followed Slag Treatment","AMR","1662-8985","Trans Tech Publications",2457
"10.1002/bip.22251","2013-10-25","Bioactive conformations of two seminal delta opioid receptor penta-peptides inferred from free-energy profiles","Biopolymers","0006-3525","Wiley-Blackwell",311
"10.1007/s00521-013-1447-2","2013-12-15","Motor fault diagnosis using negative selection algorithm","Neural Comput & Applic","0941-0643","Springer Science + Business Media",297
"10.1080/19443994.2012.749368","2013-03","Modeling of adsorption isotherms and kinetics of Remazol Red RB adsorption from aqueous solution by modified clay","Desalination and Water Treatment","1944-3994","Informa UK Limited",301
"10.1111/lam.12174","2013-11-06"," Antibacterial and antiviral evaluation of sulfonoquinovosyldiacylglyceride: a glycolipid isolated from Azadirachta indica leaves ","Letters in Applied Microbiology","0266-8254","Wiley-Blackwell",311
"10.1016/j.sbspro.2013.06.749","2013-07","The Relationship between Emotional Intelligence and Marital Status in Sample of College Students","Procedia - Social and Behavioral Sciences","1877-0428","Elsevier BV",78
"10.1134/s1063776113080128","2013-08","Columnar phase in the Stockmayer model","J. Exp. Theor. Phys.","1063-7761","Pleiades Publishing Ltd",137
"10.1016/j.breast.2013.01.008","2013-04","Relationship between radiosensitivity, initial DNA damage, apoptosis and gene expression: Between reproducible works and technical artefacts","The Breast","0960-9776","Elsevier BV",78
"10.1080/01439685.2013.764720","2013-03","A New Movie-Going Public: 1930s Hollywood And The Emergence Of The Family Film","Historical Journal of Film","0143-9685","Informa UK Limited",301
"10.1021/ef401211t","2013-11-21","Nonstationary Combustion of Methane with Gas Hydrate Dissociation","Energy Fuels","0887-0624","American Chemical Society (ACS)",316
"10.1088/1612-2011/10/5/055404","2013-04-03","Terahertz wave generation in periodically poled lithium niobate crystals fabricated using two alternative techniques","Laser Phys. Lett.","1612-2011","IOP Publishing",266
"10.12800/ccd.v8i22.219","2013-03-01","Teaching motor and emotional competencies in university students (Enseü¾¼ar competencias motrices y emocionales en estudiantes universitarios)","CCD","1696-5043","UCAM CCD",5158
"10.1016/j.bpobgyn.2013.04.008","2013-08","The bionomic approach to patient safety and its application in gynaecological surgery","Best Practice & Research Clinical Obstetrics & Gynaecology","1521-6934","Elsevier BV",78
"10.1038/nrgastro.2013.177","2013-08-27","Serotonin signalling in the gutfunctions, dysfunctions and therapeutic targets","Nat Rev Gastroenterol Hepatol","1759-5045","Nature Publishing Group",339
